id,log_feature,volume
14273,312,19
10789,313,2
10789,232,18
10789,315,2
10789,235,1
10789,233,2
10789,312,18
5873,313,1
5873,312,13
5873,233,1
5873,315,1
5873,235,1
5873,232,11
5957,301,1
5957,221,1
5957,312,1
5957,219,1
5957,134,1
5957,232,1
17716,232,13
17716,312,13
12042,312,19
12042,313,1
12042,232,19
12042,233,1
10416,233,3
10416,312,21
10416,232,21
10416,313,3
4237,315,4
4237,233,7
4237,235,2
4237,232,19
4237,312,19
4237,313,7
15776,313,10
15776,235,4
15776,312,15
15776,232,15
15776,315,5
15776,233,10
749,232,2
749,312,2
749,134,3
1914,312,6
1914,233,1
1914,313,1
1914,232,6
14040,232,21
14040,312,21
14040,315,1
14040,233,1
14040,235,1
14040,313,1
11430,312,12
11430,313,1
11430,233,1
11430,219,1
11430,232,12
11679,235,5
11679,232,28
11679,312,28
11679,233,3
11679,313,3
11679,315,4
10557,315,2
10557,312,20
10557,232,21
10557,233,4
10557,313,5
10557,235,2
235,312,22
235,232,22
235,233,2
235,313,2
235,315,1
11336,315,1
11336,312,23
11336,313,6
11336,233,5
11336,232,23
5904,232,24
5904,233,8
5904,235,3
5904,312,23
5904,313,9
5904,315,6
12654,232,24
12654,312,27
12654,313,7
12654,315,3
12654,235,1
12654,233,6
18492,312,25
18492,315,2
18492,232,26
18492,233,1
18492,313,2
7830,233,1
7830,313,1
7830,232,24
7830,312,24
16159,233,1
16159,312,24
16159,232,21
16159,313,2
5807,233,2
5807,313,2
5807,232,25
5807,312,25
8532,232,1
8532,221,1
8532,301,1
8532,312,1
8958,312,24
8958,232,24
8958,313,8
8958,233,8
8958,315,3
8958,235,1
5886,313,6
5886,315,4
5886,233,6
5886,232,27
5886,235,3
5886,312,25
16991,315,2
16991,313,2
16991,233,2
16991,312,18
16991,232,16
2096,312,15
2096,232,15
14430,233,1
14430,232,17
14430,315,1
14430,313,1
14430,312,17
14430,235,1
980,301,2
980,312,8
980,221,1
980,232,8
11115,134,1
11115,307,1
11115,227,1
11115,221,1
11115,312,14
11115,301,1
11115,232,14
11115,219,1
5376,232,9
5376,312,9
2547,232,4
2547,312,5
5275,232,11
5275,312,12
7323,312,14
7323,232,14
12080,232,5
12080,312,5
12080,233,4
12080,313,4
17743,232,12
17743,312,12
8761,233,4
8761,313,4
8761,232,9
8761,315,1
8761,312,9
4018,232,7
4018,312,7
8659,232,10
8659,307,1
8659,312,10
11493,301,3
11493,134,4
11493,312,6
11493,232,4
11493,189,1
11493,307,3
11493,219,4
11493,67,1
11493,95,1
15127,307,1
15127,301,1
15127,312,1
11916,232,6
11916,312,6
12962,232,3
12962,312,4
2968,232,8
2968,312,8
3863,232,6
3863,312,7
5959,232,2
5959,312,3
1079,232,1
1079,312,2
17873,312,2
17873,232,2
18086,232,2
18086,312,4
13564,312,10
13564,232,5
13564,307,3
17192,232,1
17192,312,3
18527,301,2
18527,312,1
18527,219,1
18527,232,1
18527,221,1
18527,134,1
13039,307,1
13039,312,1
13039,232,1
12462,232,3
12462,312,5
370,312,1
370,232,1
4611,232,24
4611,312,27
2237,232,26
2237,312,26
14419,232,6
14419,312,8
3649,312,1
9628,315,1
9628,233,1
9628,312,4
9628,313,1
9628,232,2
3468,232,3
3468,312,3
10634,232,5
10634,312,5
13467,312,4
13467,232,4
10308,312,3
10308,307,1
10308,301,1
10308,134,1
10308,227,1
10308,232,2
7809,312,2
7809,232,2
3127,235,1
3127,232,13
3127,315,1
3127,312,12
3922,312,7
3922,232,7
17356,232,10
17356,312,10
18488,312,9
18488,301,1
18488,232,7
18488,307,2
18318,227,4
18318,307,10
18318,313,8
18318,233,8
18318,312,7
18318,232,7
14656,307,1
14656,232,1
14656,227,1
14656,312,1
12493,134,1
12493,232,2
12493,221,1
12493,312,2
12493,301,1
11481,232,1
3959,232,3
3959,312,3
6353,312,1
3558,312,4
3558,307,1
3558,233,1
3558,232,4
3558,313,1
2622,312,2
2622,160,1
2622,181,1
2622,232,2
5466,227,1
5466,232,1
17408,312,2
17408,232,1
14429,312,2
17205,227,2
17205,313,1
17205,307,3
17205,232,2
17205,312,4
6086,232,2
6086,312,2
7374,312,1
7374,232,1
2124,312,1
2124,232,1
2974,301,1
2974,307,1
2974,219,1
2974,312,1
2974,134,1
15960,233,2
15960,313,2
12858,313,1
12858,232,1
12858,312,1
12858,233,1
12858,227,1
12858,301,1
12858,134,1
12858,307,1
12858,221,1
5106,307,3
5106,233,3
5106,313,3
5106,219,1
5106,312,5
5106,134,1
5106,227,2
5106,232,4
5106,301,1
17952,233,3
17952,313,3
17952,312,2
17952,232,2
9983,313,1
9983,312,1
9983,233,1
9983,301,1
9983,307,1
9983,219,1
9983,134,1
7109,307,1
7109,219,1
7109,227,1
7109,232,1
7109,312,1
7109,134,1
7109,301,1
3184,233,1
3184,313,1
612,312,1
612,232,1
12817,312,1
12817,313,1
12817,233,1
12817,232,1
4543,313,2
4543,232,2
4543,227,4
4543,312,2
4543,307,2
11937,312,10
11937,233,2
11937,232,10
11937,307,8
11937,227,6
11937,313,2
3516,232,4
3516,312,4
3516,227,2
3516,313,1
3516,233,1
3516,307,2
3275,312,4
3275,232,4
3275,307,2
3275,227,2
10730,232,1
10730,312,1
10730,313,3
10730,233,2
7734,307,1
7734,232,1
7734,227,1
7734,312,1
3954,313,1
3954,134,1
3954,307,1
3954,312,2
3954,219,1
3954,301,1
13384,227,2
13384,307,2
13384,312,2
13384,232,2
614,227,1
614,312,4
614,307,1
614,232,2
614,313,2
614,233,1
14865,130,1
14865,216,1
14865,131,1
14865,215,1
11633,312,2
11633,232,2
9831,312,1
9831,307,1
9831,232,1
10556,307,4
10556,313,3
10556,312,4
10556,233,2
10556,232,4
10556,227,4
5882,312,1
5882,307,1
110,134,1
12384,55,5
12384,171,4
14362,84,1
14376,55,1
14376,171,1
14115,55,1
9294,134,1
9294,219,1
9294,312,1
9294,301,1
9294,307,1
1347,233,1
1347,313,1
1347,232,1
1347,312,1
11440,221,1
11440,232,1
11440,134,1
11440,301,1
11440,227,1
11440,219,1
11440,307,1
11440,312,1
16788,312,2
16788,232,2
1297,232,7
1297,227,2
1297,312,7
1297,307,2
15900,309,2
15900,227,4
15900,307,4
15900,312,3
15900,232,3
15900,229,2
15900,228,2
15900,308,2
16312,312,2
16312,227,2
16312,232,2
16312,307,2
12301,221,1
12301,301,1
3849,301,2
3849,221,1
17021,307,1
17021,312,1
17021,309,1
604,232,1
604,307,2
604,308,1
604,228,1
604,312,1
604,227,1
604,309,2
12414,307,1
12414,232,1
12414,312,1
12414,227,1
16087,312,1
16087,232,1
16087,301,1
16087,221,1
16087,227,1
16087,307,1
18378,232,1
18378,312,1
8848,312,1
144,312,1
144,307,1
6777,312,4
6777,308,1
6777,229,1
6777,228,1
6777,307,1
6777,309,2
6777,232,2
6777,227,1
10861,312,3
10861,95,1
10861,307,3
10861,358,1
10861,301,1
10861,357,1
5209,308,1
5209,228,1
5209,229,1
5209,312,1
5209,307,1
5209,232,1
5209,309,1
5305,312,2
5305,232,1
5402,221,1
5402,134,1
5402,301,1
5402,219,1
4206,227,1
4206,307,1
4206,232,2
4206,312,2
14932,232,1
14932,312,1
7529,301,1
7529,312,1
7529,307,1
7529,219,1
7529,134,1
11007,312,1
11007,307,1
14821,312,1
10449,312,1
10449,227,1
10449,307,1
10449,232,1
10071,312,1
10071,232,1
11388,181,1
6122,301,1
6122,134,1
6122,219,1
6122,221,1
1623,134,1
1623,219,1
7976,221,1
7976,301,2
10033,221,1
10033,301,1
2275,232,1
2275,307,1
2275,227,1
2275,312,1
6500,232,1
6500,312,1
3060,307,2
3060,312,2
3060,227,2
3060,232,2
15240,227,1
15240,307,2
15240,232,1
15240,312,1
13866,312,2
13866,227,1
13866,232,2
13866,307,1
11399,312,7
11399,233,6
11399,221,1
11399,313,6
11399,227,7
11399,301,1
11399,232,7
11399,307,8
5529,312,5
5529,232,4
5529,227,4
5529,233,1
5529,313,1
5529,307,5
534,301,2
534,221,1
7739,94,2
7739,44,4
7739,278,2
7739,354,2
7739,353,2
7739,211,2
7739,277,2
7739,160,4
18092,227,4
18092,307,4
18092,232,4
18092,312,4
3843,232,2
3843,313,2
3843,227,2
3843,307,3
3843,312,3
3843,233,2
17210,313,7
17210,312,5
17210,233,6
17210,232,5
17210,307,7
17210,227,6
14528,232,2
14528,312,2
14528,227,3
14528,313,3
14528,233,3
14528,307,4
5521,233,4
5521,313,3
5521,307,3
5521,227,3
5521,312,4
5521,232,4
11615,227,1
11615,232,1
15727,219,2
15727,301,2
15727,134,1
12498,307,1
12498,232,1
12498,312,1
13878,301,1
13878,134,1
18187,232,1
18187,312,2
16355,227,1
16355,232,1
16355,312,1
16355,307,1
11163,301,1
3512,301,1
3512,134,1
3512,219,1
6178,232,1
6178,312,1
16209,312,1
16209,307,1
9435,312,1
799,232,2
799,312,3
799,227,2
799,307,3
14634,232,3
14634,307,1
14634,312,3
14634,227,1
13627,232,5
13627,312,8
1147,312,5
1147,232,5
9174,307,2
9174,312,24
9174,232,13
9174,227,1
493,232,6
493,312,7
851,312,3
851,232,1
13653,312,4
13653,232,4
12559,312,2
12559,232,2
15311,219,1
15311,134,1
9534,312,1
9534,227,1
9534,232,2
12231,232,1
12231,227,1
16439,232,1
16439,312,1
5777,312,1
5777,307,1
5777,232,1
14424,219,1
14424,301,1
14424,227,1
14424,307,1
14424,134,1
14424,232,1
14424,312,1
14424,221,1
14424,313,1
12293,307,1
12293,312,1
12293,313,1
12293,227,1
12293,232,1
2054,313,2
2054,227,2
2054,233,1
2054,312,2
2054,232,2
2054,307,2
12395,219,1
12395,134,1
12395,221,1
12395,301,1
9275,312,1
9275,357,1
9275,301,1
9275,219,1
9275,358,1
9275,134,1
9275,95,1
9275,307,1
4064,233,1
4064,227,1
4064,232,1
4064,312,1
4064,307,2
4064,313,1
9429,312,2
9429,227,1
9429,307,1
9429,232,2
3388,313,2
3388,232,5
3388,227,6
3388,312,5
3388,233,2
3388,221,1
3388,307,8
3388,301,1
10793,227,1
10793,312,1
10793,313,1
10793,307,1
10793,233,1
10793,232,1
6297,312,5
6297,307,5
6297,227,4
6297,232,4
6297,313,1
6297,233,1
1811,301,2
14413,312,1
14580,219,1
14580,134,1
6639,232,4
6639,227,4
6639,312,4
6639,307,4
17704,232,2
17704,307,3
17704,227,2
17704,313,1
17704,233,1
17704,312,3
1325,232,5
1325,227,5
1325,307,6
1325,313,6
1325,312,5
1325,233,5
6701,233,3
6701,232,2
6701,312,2
6701,313,3
6701,227,4
6701,307,4
10989,233,3
10989,232,4
10989,313,3
10989,312,4
10989,307,3
10989,227,3
10948,227,1
10948,232,1
10630,313,1
10630,312,1
10630,232,1
10630,307,1
4376,232,1
4376,307,1
4376,312,1
4376,227,1
16630,221,1
16630,301,1
3422,232,2
3422,312,3
18539,301,1
18539,134,1
18539,219,1
18539,312,1
18539,232,1
81,312,1
81,307,1
81,313,1
11315,307,3
11315,312,3
11315,313,2
11315,233,1
11315,227,2
11315,232,2
10763,312,3
10763,232,3
10763,307,1
2335,232,6
2335,312,10
7962,312,8
7962,232,8
2883,227,1
2883,307,2
2883,312,26
2883,232,18
17024,312,5
17024,232,5
14284,312,3
15336,312,3
15336,232,3
14995,232,1
14995,312,1
9410,301,2
14505,227,1
14505,312,1
14505,232,2
1790,227,1
1790,232,1
364,232,1
364,312,1
8657,315,22
8657,235,22
16146,134,1
16146,301,1
16146,315,3
16146,235,3
16146,219,1
16146,221,1
2662,221,1
2662,301,1
2662,134,1
2662,219,1
14761,312,1
14761,232,1
14761,315,1
14761,313,1
404,313,1
404,315,1
12409,307,2
12409,312,2
12409,227,2
12409,232,2
7638,233,1
7638,313,1
7638,315,1
7638,235,1
11083,227,1
11083,232,3
11083,233,4
11083,307,1
11083,312,3
11083,235,1
11083,315,1
11083,313,4
1012,312,2
1012,233,1
1012,313,1
1012,232,2
8698,232,1
8698,313,1
8698,312,1
8698,233,1
15483,233,1
15483,227,2
15483,312,2
15483,232,2
15483,307,2
15483,313,1
14155,313,2
14155,233,2
14155,235,57
14155,315,60
99,233,2
99,315,124
99,312,2
99,235,122
99,232,2
99,313,2
13268,235,9
13268,315,8
5040,313,1
5040,235,13
5040,233,1
5040,315,14
11067,315,1
11067,232,3
11067,312,3
11067,313,1
11067,307,2
10819,232,2
10819,227,2
10819,233,2
10819,313,2
3157,307,2
3157,312,3
3157,232,1
14968,313,2
14968,312,2
14968,233,2
14968,307,2
14968,232,2
14968,227,2
14498,315,1
14498,232,2
14498,312,2
14498,313,1
14498,233,1
14498,235,1
15809,233,1
15809,312,1
15809,235,1
13429,312,1
13429,235,1
13429,315,1
13429,313,1
13429,233,1
13429,232,1
7306,307,1
7306,312,5
7306,233,3
7306,227,1
7306,232,5
7306,313,3
15741,312,2
15741,313,2
15741,233,2
15741,235,1
15741,315,1
15741,232,2
15137,232,1
15137,312,1
15137,307,1
15137,235,1
15137,315,1
1315,232,1
1315,312,1
11013,233,1
11013,232,1
12605,227,1
12605,307,1
12605,235,1
12605,232,4
12605,313,2
12605,312,4
12605,233,2
12044,233,1
12044,232,1
12044,312,1
2664,227,2
2664,313,2
2664,233,1
2664,232,2
2664,315,1
10577,307,2
10577,312,7
10577,313,3
10577,232,5
10577,233,3
16870,232,1
16870,313,1
16870,233,1
16870,227,1
8601,227,1
8601,232,1
14291,307,1
14291,235,1
14291,233,1
14291,312,2
14291,232,1
13774,313,3
13774,233,1
13774,227,1
13774,312,1
13774,315,1
13774,232,1
13774,307,1
1558,235,1
1558,233,1
1558,232,1
1558,312,1
391,232,1
391,227,1
391,315,1
391,313,3
391,233,2
7886,307,1
7886,312,1
7886,313,1
2582,232,1
2582,233,1
2582,235,1
2582,312,2
2582,315,1
2582,313,1
16281,307,1
16281,233,1
16281,312,2
16281,313,2
16281,232,1
8136,312,1
83,313,1
83,232,2
83,312,3
11591,233,1
11591,313,1
1181,227,2
1181,233,1
1181,307,1
1181,235,1
1181,313,2
1181,312,2
1181,232,1
1181,315,1
13834,312,2
13834,232,1
13834,227,1
13834,307,1
13834,233,1
13834,313,2
13446,313,4
13446,307,4
13446,312,4
9790,235,1
9790,313,2
9790,233,2
9790,315,1
7122,232,1
7122,312,1
7122,233,1
7122,313,4
8091,235,2
8091,313,1
8091,315,1
8091,233,2
8091,232,2
8091,312,2
6656,313,1
6656,315,2
6656,235,2
6656,233,2
2544,315,1
2544,307,1
2544,312,2
2544,313,1
7577,227,1
7577,313,1
7577,235,1
7577,232,2
7577,312,2
7577,233,2
15440,134,1
15440,307,1
15440,233,1
15440,312,3
15440,315,1
15440,219,1
15440,301,1
15440,235,2
9036,312,1
9036,313,1
9036,315,1
6642,313,1
6463,233,1
6463,315,1
6463,232,1
6463,312,1
6463,235,1
6660,312,2
6660,233,1
6660,313,2
6660,232,2
13693,313,1
13693,312,2
1837,312,4
1837,313,2
1837,307,4
7967,307,2
7967,232,2
7967,227,2
7967,312,4
9869,312,8
9869,313,4
9869,307,4
9869,233,2
9869,227,5
9869,232,9
18537,313,2
18537,307,1
18537,312,1
9819,312,1
9819,313,1
2737,315,3
2737,233,2
2737,312,1
2737,235,2
2737,313,3
16923,313,11
16923,233,11
16923,232,12
16923,312,9
16923,227,20
16923,315,1
16923,307,14
9453,307,7
9453,313,20
9453,233,15
9453,235,6
9453,227,7
9453,232,6
9453,312,10
9453,315,5
2821,313,12
2821,233,16
2821,312,11
2821,232,11
18162,312,10
18162,233,27
18162,227,3
18162,307,8
18162,313,24
18162,232,13
17054,233,12
17054,227,11
17054,232,4
17054,312,5
17054,315,5
17054,235,7
17054,313,25
17054,307,6
8712,307,35
8712,235,5
8712,313,8
8712,312,1
8712,233,7
8712,227,22
8712,315,6
7534,235,1
7534,312,8
7534,227,33
7534,307,29
7534,233,9
7534,315,1
7534,313,6
7534,232,7
3752,312,31
3752,313,40
3752,227,5
3752,233,37
3752,315,1
3752,232,27
3752,307,17
6978,227,9
6978,312,19
6978,232,23
6978,233,36
6978,307,10
6978,313,40
17101,233,14
17101,312,14
17101,313,11
17101,232,12
17101,307,1
2343,312,4
2343,313,1
2343,233,2
2343,232,4
2343,227,6
2343,235,1
2343,307,6
4075,232,5
4075,233,4
4075,313,4
4075,227,3
4075,312,7
4075,307,6
6090,233,1
6090,313,2
6090,312,1
6090,307,2
6090,232,1
6090,315,1
6090,227,2
8699,232,3
8699,312,3
8699,313,4
8699,233,3
8699,307,1
8699,227,1
8699,315,1
4592,235,1
4592,233,2
4592,313,1
7396,312,3
7396,232,2
7396,307,2
7396,233,2
7396,313,2
13927,313,2
13927,312,1
13927,233,1
7514,313,2
7514,233,2
10555,233,1
10555,235,1
16465,312,1
16465,315,1
16465,235,2
16465,233,2
16465,313,1
16465,227,1
15108,171,1
15108,55,1
18462,55,2
18462,171,1
4355,219,1
4355,134,1
14808,55,2
14808,171,2
2647,171,1
2647,55,2
2647,68,1
1532,55,1
14915,171,1
14915,55,1
3675,45,1
3675,161,1
9220,161,1
14514,235,153
14514,315,162
14514,301,2
6707,315,8
6707,235,9
4869,313,1
4869,312,2
4869,233,1
4869,232,2
4869,307,2
4869,227,2
1168,232,2
1168,312,2
16105,315,1
16105,233,1
16105,235,1
16105,313,1
16105,312,1
16105,232,1
17780,232,2
17780,313,1
17780,312,2
17780,233,1
17780,301,1
4353,312,1
4353,313,3
4353,233,2
4353,315,1
4353,235,1
4353,232,1
9847,312,1
9847,313,1
9847,232,1
3551,221,1
3551,134,1
3551,301,1
8943,312,3
8943,232,2
569,312,2
569,307,1
569,301,1
569,232,1
6423,301,1
10930,301,2
10930,221,1
13196,232,2
13196,312,2
12037,219,1
12037,134,1
6142,301,1
6142,307,1
6142,312,1
10935,232,1
10935,312,1
3362,307,1
3362,301,1
3362,312,1
3362,232,1
13412,181,1
13412,312,1
13412,307,1
12868,312,1
17686,307,1
17686,219,1
17686,312,1
17686,134,1
17686,301,1
3708,312,1
3708,134,1
3708,307,1
3708,301,1
15746,221,1
15746,301,1
15746,134,1
4720,312,3
4720,232,2
4662,307,1
4662,227,1
4662,232,2
4662,312,2
14394,221,1
14394,301,1
16035,301,2
11095,232,2
11095,312,2
15474,232,1
15474,227,1
9293,312,1
9293,307,1
4828,232,1
4828,312,1
4828,307,1
10519,307,1
10519,227,1
10519,312,1
10519,232,1
11323,312,1
6396,232,1
6396,312,1
16761,301,1
16761,219,1
16761,134,1
16761,221,1
13234,219,1
13234,134,1
16086,221,1
16086,301,1
8805,221,1
8805,301,2
17069,232,1
17069,312,1
884,94,1
884,211,1
884,160,2
884,44,2
884,353,1
884,354,1
884,277,1
884,278,1
8887,301,1
8407,312,1
8815,221,1
8815,134,1
8815,219,1
8815,301,1
118,44,2
118,160,2
13169,219,1
13169,134,1
1017,301,1
1798,221,1
1798,301,2
720,312,1
720,232,1
6194,354,1
6194,353,1
6194,44,1
6194,94,1
16705,312,1
13244,219,1
13244,301,1
13244,134,1
2857,181,1
5885,232,1
5885,307,4
5885,227,4
5885,312,1
13455,301,1
13455,221,1
13455,312,1
13455,232,1
14713,301,2
14713,221,1
14560,232,7
14560,312,7
9082,312,8
9082,232,8
13051,312,10
13051,232,10
15151,232,8
15151,312,9
10552,232,14
10552,312,14
17629,232,3
17629,312,3
13131,232,13
13131,312,13
13541,312,12
13541,232,12
13626,312,11
13626,232,12
5845,307,1
5845,232,10
5845,312,11
16942,312,12
16942,134,1
16942,301,2
16942,232,9
16942,219,2
1268,134,1
1268,301,1
1268,312,7
1268,232,7
1268,219,1
8510,232,12
8510,312,13
14854,312,6
14854,232,7
18426,312,2
18426,232,2
11036,312,9
11036,232,9
547,232,15
547,312,16
4812,232,6
4812,312,8
18238,232,4
18238,312,6
10612,312,12
10612,232,10
14129,232,15
14129,312,15
4705,232,3
4705,312,9
14721,134,1
14721,301,1
14721,312,6
14721,232,6
2808,232,7
2808,312,9
12560,232,6
12560,312,14
17212,232,14
17212,312,19
12475,312,14
12475,232,11
8545,227,1
8545,307,2
8545,312,10
8545,232,9
3565,232,4
3565,312,7
16639,312,17
16639,232,13
3647,232,5
3647,227,1
3647,312,10
3647,307,1
8879,232,14
8879,312,15
16470,232,11
16470,227,1
16470,312,12
16470,307,1
2155,227,1
2155,232,17
2155,312,16
2155,307,1
17891,232,11
17891,312,15
15914,232,13
15914,312,19
3354,312,9
3354,232,5
12139,312,16
12139,307,1
12139,232,13
13967,219,1
13967,301,1
13967,134,1
13967,232,6
13967,312,8
17429,232,11
17429,312,11
18316,312,10
18316,232,6
15529,312,27
15529,232,19
14468,232,20
14468,312,28
13507,312,24
13507,232,14
3699,312,27
3699,232,15
14527,312,18
14527,232,8
3415,312,27
3415,232,26
6361,312,20
6361,232,17
10052,312,15
10052,232,13
4158,232,18
4158,312,19
8041,232,11
8041,312,18
18263,232,15
18263,312,24
12247,312,19
12247,232,11
15662,232,3
15662,312,4
8557,232,3
8557,312,5
7012,312,5
7012,232,2
16357,312,8
16357,232,5
14317,232,3
14317,312,6
6612,232,2
6612,312,6
9581,232,5
9581,312,5
18113,232,1
18113,312,1
10470,232,1
10470,312,2
10470,307,1
17304,232,4
17304,312,4
13545,312,1
2018,232,2
2018,312,3
16613,312,11
16613,232,10
6498,232,1
6498,312,3
9513,312,4
9513,219,1
9513,232,3
9513,134,1
2629,312,11
2629,232,11
2629,227,1
2629,307,1
3494,232,1
3494,312,1
10743,312,8
10743,232,8
5910,312,5
5910,232,5
2417,232,3
2417,134,1
2417,301,1
2417,312,3
2417,219,1
2976,312,3
2976,227,1
2976,307,1
2976,232,3
3681,232,4
3681,312,4
7125,219,1
7125,301,4
7125,307,4
7125,312,1
7125,134,2
8474,312,2
8474,232,2
501,221,1
501,312,2
501,301,1
501,232,2
5023,312,1
5023,232,1
895,301,2
895,221,1
8253,312,13
8253,232,13
14999,312,8
14999,232,8
13517,312,15
13517,232,15
12132,312,4
12132,232,3
7964,312,6
7964,232,6
11805,232,9
11805,312,9
3174,312,12
3174,232,12
17976,232,7
17976,312,7
8065,312,2
8065,232,1
436,312,5
436,232,5
11151,312,3
11151,301,1
11151,232,2
11151,307,1
11151,134,1
8233,219,2
8233,312,5
8233,134,1
8233,301,2
8233,232,6
12279,312,9
12279,307,1
12279,134,1
12279,301,1
12279,232,6
12279,219,1
7013,219,1
7013,134,1
7013,312,5
7013,301,1
7013,232,4
9454,232,6
9454,312,8
8077,312,11
8077,232,11
8584,312,7
8584,232,6
12057,312,7
12057,232,5
6624,232,2
6624,312,4
4507,312,14
4507,232,9
14184,312,9
14184,232,8
3457,232,9
3457,312,10
6154,312,5
6154,134,1
6154,232,4
6154,301,1
36,232,3
36,312,3
13452,232,5
13452,312,9
18097,232,4
18097,312,8
12996,232,7
12996,312,11
1359,232,10
1359,312,12
15921,301,1
15921,307,2
15921,134,1
15921,232,2
15921,312,6
10845,232,5
10845,312,6
198,307,1
198,134,1
198,301,1
198,232,3
198,312,4
198,219,1
8372,232,7
8372,312,8
8372,134,1
8372,219,1
8372,301,1
8372,307,1
15406,232,2
15406,312,3
14677,232,2
14677,301,1
14677,312,4
14677,307,1
14677,134,1
11212,301,1
11212,312,6
11212,219,1
11212,134,1
11212,232,6
15008,232,9
15008,312,11
11908,312,5
11908,232,3
6596,232,3
6596,312,9
3643,232,4
3643,312,6
7134,232,3
7134,312,6
3182,232,4
3182,312,5
7973,312,13
7973,232,10
8700,312,8
8700,232,7
4634,232,12
4634,312,14
5219,312,19
5219,232,15
11560,312,17
11560,232,7
17011,312,7
2891,312,1
2729,312,2
2046,232,3
2046,312,7
10503,232,1
10503,312,3
7776,232,2
7776,312,5
633,232,12
633,312,13
10106,312,1
10106,301,1
10106,134,1
10106,307,1
12189,134,1
12189,312,1
12189,219,1
14571,312,8
14571,232,8
13324,232,4
13324,301,1
13324,134,1
13324,307,1
13324,219,1
13324,312,5
12250,312,7
12250,232,6
209,312,1
209,232,1
10118,307,1
10118,312,4
10118,227,1
10118,232,3
17710,221,1
17710,301,1
17710,134,1
12598,301,1
12598,221,1
7399,312,3
7399,232,3
8652,312,8
8652,232,7
10959,312,7
10959,232,5
17306,211,2
17306,353,3
17306,278,2
17306,44,4
17306,221,1
17306,301,2
17306,94,3
17306,277,2
17306,160,5
17306,354,3
18105,232,2
18105,227,1
18105,312,1
15119,44,1
15119,160,1
17020,312,15
17020,232,15
853,312,16
853,232,16
14395,301,1
14395,357,1
14395,134,1
14395,312,1
14395,307,1
14395,358,1
14395,95,1
14796,44,1
14796,211,1
14796,221,1
14796,301,1
14796,160,1
11947,95,1
11947,219,2
11947,134,2
11947,301,2
11947,307,2
11947,312,2
11947,211,2
16799,94,1
16799,211,1
16799,44,1
16799,160,1
2828,278,1
2828,94,1
2828,277,1
2828,353,1
2828,354,1
3859,44,1
3859,354,1
3859,211,1
3859,160,1
3859,353,1
3859,94,1
3859,277,1
3859,278,1
3999,312,1
3999,307,1
3999,313,1
18415,232,1
18415,312,4
12193,312,11
12193,232,6
15,312,6
15,232,4
659,312,1
3998,312,3
3998,232,2
1846,312,2
1846,232,1
13477,312,1
13477,232,1
5445,312,4
5445,232,2
4245,312,2
6125,232,1
6759,232,1
6759,312,3
18311,232,2
18311,312,2
8685,312,5
8685,232,5
12221,312,6
12221,232,5
5872,312,7
5872,232,6
7018,227,1
7018,232,2
7018,312,2
1514,312,3
1514,232,4
12403,312,6
12403,232,6
2558,312,4
2558,232,3
1527,68,1
15187,68,6
15337,170,2
15337,68,2
11522,54,2
11522,206,2
11522,207,1
11522,209,2
11522,219,2
11522,134,6
11522,220,1
11522,170,19
11522,135,1
11522,87,2
11522,182,1
11522,68,2
3390,170,10
3390,54,8
3390,68,2
2635,68,1
6003,170,1
6003,68,1
16065,219,1
16065,134,1
6865,54,1
11704,170,2
11704,54,4
5426,360,1
5426,362,1
9283,54,4
9283,170,5
16099,68,2
16099,170,2
16099,54,1
4986,54,1
3261,170,1
3261,54,1
16796,170,2
16796,54,2
783,170,1
17555,54,7
17555,170,8
1134,155,10
1134,170,6
16120,87,1
8447,87,2
15996,54,3
15996,170,3
15996,209,1
15996,87,1
8706,170,2
8706,54,1
11663,170,1
11663,54,3
6203,307,1
6203,312,1
11639,232,15
11639,227,1
11639,312,14
14531,227,2
14531,312,4
14531,233,1
14531,313,1
14531,307,1
14531,232,4
14570,221,1
14570,134,1
14570,301,1
12727,301,1
12727,221,1
13139,312,2
13139,232,2
17532,232,5
17532,312,5
11279,232,7
11279,312,7
5362,232,4
5362,301,2
5362,221,1
5362,312,4
10562,232,2
10562,312,1
10562,227,1
15065,312,11
15065,232,11
5649,312,6
5649,232,6
8536,227,1
8536,232,1
8536,312,1
8536,307,1
3603,301,1
8377,312,2
8377,232,2
8377,227,2
8377,307,2
4635,232,1
4635,312,1
1926,307,1
1926,312,1
3150,312,2
3150,232,1
16069,232,3
16069,312,5
14496,232,3
14496,312,6
17545,232,2
17545,312,3
2585,312,1
4676,312,2
10719,312,4
10719,232,4
3389,312,4
3389,232,3
3080,227,1
3080,232,1
1263,312,5
1263,232,4
2199,312,3
2199,232,3
8095,307,1
8095,312,1
16454,232,12
16454,312,11
16454,227,1
10533,181,1
5274,312,1
5274,232,1
9038,307,1
9038,227,1
9038,232,1
9038,312,1
970,219,2
970,134,1
970,301,2
8839,232,1
8839,312,1
8839,307,1
8839,233,1
8839,313,1
7743,134,1
13083,301,1
13083,134,1
12461,312,1
12461,307,1
1950,219,1
1950,134,1
1950,301,1
1731,307,1
1731,312,1
1731,232,1
8241,135,1
8241,220,1
10735,232,1
10735,312,1
10019,312,1
10019,227,1
10019,307,1
10019,232,1
9331,134,1
9331,301,1
9331,221,1
9331,219,1
18464,307,4
18464,233,2
18464,232,1
18464,313,2
18464,312,1
18464,227,4
2575,307,2
2575,313,2
2575,232,1
